Year,Strata,Winter_mint,Winter_prec
1970,CA-AB_BCR-6_LCC-0,-20.35044627,8299231.04
1970,CA-BC_BCR-6_LCC-0,-21.2991049,1994774.18
1970,CA-MB_BCR-6_LCC-0,-20.74835814,2316869.2
1970,CA-MB_BCR-8_LCC-0,-24.01737993,8273110.87
1970,CA-NL_BCR-8_LCC-0,-9.428562596,14481920.18
1970,CA-NT_BCR-6_LCC-0,-26.76762305,9202623.27
1970,CA-NT_BCR-7_LCC-0,-24.68149602,32005790.78
1970,CA-ON_BCR-8_LCC-0,-22.17829197,13700350.48
1970,CA-QC_BCR-8_LCC-0,-21.92993245,28596192.34
1970,CA-SK_BCR-6_LCC-0,-20.95020531,3257924.85
1970,US-AL_BCR-28_LCC-1,-2.465320757,3184434.86
1970,US-GA_BCR-28_LCC-1,-3.718798069,1264375.45
1970,US-IN_BCR-24_LCC-1,-7.969478015,1305449.04
1970,US-KY_BCR-24_LCC-1,-6.751476986,4483752.47
1970,US-KY_BCR-28_LCC-1,-6.861540826,2004711.579
1970,US-MD_BCR-28_LCC-1,-8.54986298,324992.1399
1970,US-NJ_BCR-28_LCC-1,-10.26035331,273495.9396
1970,US-NY_BCR-28_LCC-1,-12.76180989,2483406.44
1970,US-NC_BCR-28_LCC-1,-6.161192235,1547098.14
1970,US-OH_BCR-24_LCC-1,-7.743282504,68908.51
1970,US-OH_BCR-28_LCC-1,-8.834095002,1316425.94
1970,US-PA_BCR-28_LCC-1,-10.49591559,5808597.47
1970,US-TN_BCR-24_LCC-1,-4.879079536,4568440.621
1970,US-TN_BCR-28_LCC-1,-5.408209582,3720301.29
1970,US-VA_BCR-28_LCC-1,-7.036531403,2643412.73
1970,US-WV_BCR-28_LCC-1,-8.261419912,4256828.749
1970,US-CA_BCR-15_LCC-2,-2.048837575,10618870.83
1970,US-CA_BCR-32_LCC-2,4.213645014,15257919.97
1970,US-AZ_BCR-33_LCC-3,2.637674974,424097.4701
1970,US-AZ_BCR-34_LCC-3,-3.193034879,1002310.77
1970,US-CA_BCR-33_LCC-3,2.089619488,390965.53
1970,US-NV_BCR-33_LCC-3,-1.715789154,81315.77
1970,US-NM_BCR-34_LCC-3,-6.923801517,285487.8701
1970,US-NM_BCR-35_LCC-3,-3.589401531,735949.9998
1970,US-TX_BCR-35_LCC-3,-0.421566581,838207.3799
1970,US-IL_BCR-22_LCC-4,-9.946241794,2537591.18
1970,US-IN_BCR-22_LCC-4,-9.634290444,1050143.02
1970,US-IA_BCR-22_LCC-4,-13.62921365,1731065.41
1970,US-KS_BCR-22_LCC-4,-7.425711416,995781.1799
1970,US-MI_BCR-22_LCC-4,-10.62636969,89212.40999
1970,US-MN_BCR-22_LCC-4,-16.58743404,276076.25
1970,US-MO_BCR-22_LCC-4,-8.398162087,1197826.01
1970,US-NE_BCR-22_LCC-4,-12.12346782,294437.01
1970,US-OH_BCR-22_LCC-4,-9.309680853,1618766.3
1970,US-OK_BCR-22_LCC-4,-4.917853187,326727.16
1970,US-WI_BCR-22_LCC-4,-10.20746989,3787.809993
1970,US-CA_BCR-9_LCC-5,-4.427955086,3688557.57
1970,US-CA_BCR-15_LCC-5,-5.302253524,1005405.64
1970,US-ID_BCR-9_LCC-5,-6.851853311,5028244.481
1970,US-NV_BCR-9_LCC-5,-6.059118835,6945767.321
1970,US-OR_BCR-9_LCC-5,-4.597012439,5489429.51
1970,US-UT_BCR-9_LCC-5,-6.449857949,1417532.18
1970,CA-AB_BCR-10_LCC-6,-15.37834167,2057962.55
1970,CA-BC_BCR-9_LCC-6,-9.615040095,3889709.57
1970,CA-BC_BCR-10_LCC-6,-12.93710538,22989097.21
1970,US-ID_BCR-10_LCC-6,-7.73517722,13000870.8
1970,US-MT_BCR-10_LCC-6,-9.753907345,9398809.121
1970,US-OR_BCR-9_LCC-6,-3.622723611,3183718.991
1970,US-OR_BCR-10_LCC-6,-4.647651096,5124925.931
1970,US-WA_BCR-9_LCC-6,-4.62024171,11427141.63
1970,US-WA_BCR-10_LCC-6,-7.111356003,1685394.17
1970,US-WY_BCR-10_LCC-6,-11.38410479,4901662.981
1970,US-CO_BCR-18_LCC-7,-8.796765595,424858.67
1970,US-KS_BCR-18_LCC-7,-7.671356304,142353.92
1970,US-KS_BCR-19_LCC-7,-7.929968619,800499.8101
1970,US-NE_BCR-19_LCC-7,-11.12713649,767856.1501
1970,US-NM_BCR-18_LCC-7,-6.192177907,401385.42
1970,US-OK_BCR-19_LCC-7,-4.52334383,684003.7699
1970,US-TX_BCR-18_LCC-7,-3.762997167,619520.56
1970,US-TX_BCR-19_LCC-7,-2.092746504,1170172.88
1970,US-WY_BCR-18_LCC-7,-9.574933456,260484.8
1970,US-LA_BCR-37_LCC-8,4.650940778,1418066.91
1970,US-OK_BCR-21_LCC-8,-3.262456629,1055601.5
1970,US-TX_BCR-20_LCC-8,1.127350448,1270609.82
1970,US-TX_BCR-21_LCC-8,1.358556671,5894181.101
1970,US-TX_BCR-36_LCC-8,5.818355648,1521954.94
1970,US-TX_BCR-37_LCC-8,6.312264511,2028458.99
1970,US-AL_BCR-27_LCC-9,-0.192320777,8186883.791
1970,US-AR_BCR-24_LCC-9,-4.888860486,1913097.94
1970,US-AR_BCR-25_LCC-9,-2.21416569,4324539.2
1970,US-AR_BCR-26_LCC-9,-3.081073773,3764188.88
1970,US-FL_BCR-27_LCC-9,2.208626933,1653384.679
1970,US-IL_BCR-24_LCC-9,-6.807814286,299189.0101
1970,US-LA_BCR-25_LCC-9,0.78924313,3393343.86
1970,US-LA_BCR-26_LCC-9,2.74141898,2986332.57
1970,US-MS_BCR-26_LCC-9,-0.524568355,1935565.56
1970,US-MS_BCR-27_LCC-9,-0.242585128,9659424.09
1970,US-MO_BCR-24_LCC-9,-6.581398048,2462541.641
1970,US-OK_BCR-25_LCC-9,-2.632897191,1298365.909
1970,US-TN_BCR-27_LCC-9,-4.34682909,2154166.11
1970,US-TX_BCR-25_LCC-9,1.658487278,4226698.049
1970,US-CT_BCR-30_LCC-10,-9.79041317,848116.2202
1970,US-DE_BCR-30_LCC-10,-5.539011492,394260.8201
1970,US-ME_BCR-14_LCC-10,-14.53873383,6462503.121
1970,US-ME_BCR-30_LCC-10,-11.02946581,179812.3101
1970,US-MD_BCR-29_LCC-10,-6.997241897,473104.4398
1970,US-MD_BCR-30_LCC-10,-4.932597954,1171809.259
1970,US-MA_BCR-14_LCC-10,-13.31528826,465160.91
1970,US-MA_BCR-30_LCC-10,-10.23111396,1206147.69
1970,CA-NB_BCR-14_LCC-10,-13.75213137,4833467.93
1970,US-NH_BCR-14_LCC-10,-15.0166743,1484074.73
1970,US-NH_BCR-30_LCC-10,-11.4742,391975.9099
1970,US-NJ_BCR-29_LCC-10,-7.877563821,241971.6199
1970,US-NJ_BCR-30_LCC-10,-6.469673504,933998.34
1970,US-NY_BCR-14_LCC-10,-17.21432673,1802061.31
1970,US-NY_BCR-30_LCC-10,-6.799799708,380586.64
1970,CA-NS_BCR-14_LCC-10,-7.778905843,4948943.651
1970,US-PA_BCR-29_LCC-10,-7.909730558,823111.3398
1970,CA-PE_BCR-14_LCC-10,-8.771963579,290992.0898
1970,CA-QC_BCR-14_LCC-10,-15.807576,4357784.94
1970,US-RI_BCR-30_LCC-10,-9.126891513,274375.8102
1970,US-VT_BCR-14_LCC-10,-16.55080156,1324776.05
1970,US-VA_BCR-27_LCC-10,-4.310653836,765524.8305
1970,US-VA_BCR-29_LCC-10,-5.683514819,1640196.23
1970,US-VA_BCR-30_LCC-10,-3.317929335,208980.04
1970,US-AK_BCR-5_LCC-11,-9.243795374,23903916.2
1970,CA-BC_BCR-5_LCC-11,-4.980972008,35176664.23
1970,US-CA_BCR-5_LCC-11,2.811694553,15861326.19
1970,US-OR_BCR-5_LCC-11,1.438220568,26012847.72
1970,US-WA_BCR-5_LCC-11,0.408121664,14246951.85
1970,US-FL_BCR-31_LCC-12,8.107251092,5327584.361
1970,CA-AB_BCR-11_LCC-13,-16.45129614,2353502.17
1970,US-IA_BCR-11_LCC-13,-15.02088278,565406.5401
1970,CA-MB_BCR-11_LCC-13,-19.38411487,1288154.85
1970,US-MN_BCR-11_LCC-13,-17.831182,1344747.67
1970,US-MT_BCR-11_LCC-13,-15.06793262,904459.2501
1970,US-MT_BCR-17_LCC-13,-12.98385669,1912726.74
1970,US-ND_BCR-11_LCC-13,-18.4260871,1584413.31
1970,US-ND_BCR-17_LCC-13,-16.38569221,752850.33
1970,CA-SK_BCR-11_LCC-13,-17.98308656,4034242.75
1970,US-SD_BCR-11_LCC-13,-16.05078584,1179725.82
1970,US-SD_BCR-17_LCC-13,-13.49147428,1019952.85
1970,US-WY_BCR-17_LCC-13,-11.84125136,598449.94
1970,US-FL_BCR-27_LCC-14,2.709171083,2411275.44
1970,US-GA_BCR-27_LCC-14,0.159442693,4301755.411
1970,US-GA_BCR-29_LCC-14,-2.105558285,3005431.69
1970,US-NC_BCR-27_LCC-14,-2.18551618,3430729.94
1970,US-NC_BCR-29_LCC-14,-4.118400343,2801319.82
1970,US-SC_BCR-27_LCC-14,-1.386427474,2695824.54
1970,US-SC_BCR-29_LCC-14,-2.987251681,1744588.53
1970,US-VA_BCR-27_LCC-14,-3.441553819,386652.0998
1970,US-VA_BCR-29_LCC-14,-4.528991637,1071234.59
1970,US-AZ_BCR-16_LCC-15,-5.693852326,546575.1101
1970,US-CO_BCR-16_LCC-15,-11.11137979,3606120.66
1970,US-NM_BCR-16_LCC-15,-8.355757618,1077207.63
1970,US-UT_BCR-16_LCC-15,-8.032862837,2355284.33
1970,US-IN_BCR-23_LCC-16,-10.14875411,295805.81
1970,US-IA_BCR-23_LCC-16,-14.23678692,194495.8999
1970,CA-MB_BCR-12_LCC-16,-19.77337912,391080.6899
1970,US-MI_BCR-12_LCC-16,-12.9304485,2724983.53
1970,US-MI_BCR-23_LCC-16,-10.47976008,1257709.88
1970,US-MN_BCR-12_LCC-16,-18.71217145,2035476.78
1970,US-MN_BCR-23_LCC-16,-17.3139142,1157764.54
1970,US-NY_BCR-13_LCC-16,-13.22286595,2870926.509
1970,US-OH_BCR-13_LCC-16,-9.824071357,860846.8802
1970,CA-ON_BCR-12_LCC-16,-19.32025044,8320897.24
1970,CA-ON_BCR-13_LCC-16,-13.06398371,3978547.12
1970,US-PA_BCR-13_LCC-16,-10.42055591,440857.3401
1970,CA-QC_BCR-12_LCC-16,-21.288199,8480133.7
1970,CA-QC_BCR-13_LCC-16,-16.52583013,1401586.9
1970,US-VT_BCR-13_LCC-16,-15.74175438,227111.86
1970,US-WI_BCR-12_LCC-16,-16.67315692,1222817.5
1970,US-WI_BCR-23_LCC-16,-14.68575503,2141740.52
1970,US-AK_BCR-1_LCC-17,-3.412217659,155404.2099
1970,US-AK_BCR-3_LCC-18,-28.06724532,6019904.081
1970,CA-NU_BCR-3_LCC-18,-31.44522802,26881154.03
1970,US-AK_BCR-4_LCC-19,-22.09026653,12558477.83
1970,CA-YT_BCR-4_LCC-19,-24.33214439,11389102.13
1970,US-AK_BCR-2_LCC-20,-16.35600004,7841135.111
1971,CA-AB_BCR-6_LCC-0,-27.77497244,15510575.16
1971,CA-BC_BCR-6_LCC-0,-27.87007626,3349666.34
1971,CA-MB_BCR-6_LCC-0,-27.19907684,2847748.13
1971,CA-MB_BCR-8_LCC-0,-30.04187968,10976683.1
1971,CA-NL_BCR-8_LCC-0,-12.80685742,15051678.17
1971,CA-NT_BCR-6_LCC-0,-34.35615296,11850412.39
1971,CA-NT_BCR-7_LCC-0,-29.67161183,29684604.26
1971,CA-ON_BCR-8_LCC-0,-25.86787222,16513823.97
1971,CA-QC_BCR-8_LCC-0,-24.4445943,23205595.69
1971,CA-SK_BCR-6_LCC-0,-28.3934624,4294426.01
1971,US-AL_BCR-28_LCC-1,0.944419222,2920982.68
1971,US-GA_BCR-28_LCC-1,-0.348268676,1416450.9
1971,US-IN_BCR-24_LCC-1,-5.61137301,1750048.04
1971,US-KY_BCR-24_LCC-1,-3.628764489,5637965.02
1971,US-KY_BCR-28_LCC-1,-3.814231913,2146365.31
1971,US-MD_BCR-28_LCC-1,-6.83243009,378571.3601
1971,US-NJ_BCR-28_LCC-1,-8.795447953,222811.78
1971,US-NY_BCR-28_LCC-1,-11.14910985,2129901.36
1971,US-NC_BCR-28_LCC-1,-3.237676762,1524525.621
1971,US-OH_BCR-24_LCC-1,-5.300096306,94215.06001
1971,US-OH_BCR-28_LCC-1,-6.058260739,1596697.3
1971,US-PA_BCR-28_LCC-1,-8.277926274,5729185.41
1971,US-TN_BCR-24_LCC-1,-1.369892349,3874521.01
1971,US-TN_BCR-28_LCC-1,-1.971232351,3533254.97
1971,US-VA_BCR-28_LCC-1,-4.861810113,2098757.93
1971,US-WV_BCR-28_LCC-1,-5.83376303,4691131.88
1971,US-CA_BCR-15_LCC-2,-4.221199206,5801334.622
1971,US-CA_BCR-32_LCC-2,2.826455067,10127358.09
1971,US-AZ_BCR-33_LCC-3,1.734826933,497067.29
1971,US-AZ_BCR-34_LCC-3,-3.848194083,1118191.7
1971,US-CA_BCR-33_LCC-3,1.304339119,806035.6201
1971,US-NV_BCR-33_LCC-3,-2.234195147,192386.4899
1971,US-NM_BCR-34_LCC-3,-7.490753022,187202.32
1971,US-NM_BCR-35_LCC-3,-3.421379149,289942.09
1971,US-TX_BCR-35_LCC-3,0.433148412,93537.01996
1971,US-IL_BCR-22_LCC-4,-8.054495516,2936896.57
1971,US-IN_BCR-22_LCC-4,-7.864652676,1179809.17
1971,US-IA_BCR-22_LCC-4,-12.6872391,2429164.46
1971,US-KS_BCR-22_LCC-4,-6.345403446,1632212.55
1971,US-MI_BCR-22_LCC-4,-8.838186431,94439.46997
1971,US-MN_BCR-22_LCC-4,-16.82096307,239066.6901
1971,US-MO_BCR-22_LCC-4,-6.942093748,2397443.13
1971,US-NE_BCR-22_LCC-4,-10.84050234,244877.69
1971,US-OH_BCR-22_LCC-4,-7.228102925,1918922.91
1971,US-OK_BCR-22_LCC-4,-3.073343835,385433.2199
1971,US-WI_BCR-22_LCC-4,-10.76385544,6329.489985
1971,US-CA_BCR-9_LCC-5,-6.695065675,1858955.32
1971,US-CA_BCR-15_LCC-5,-7.622934963,565504.8801
1971,US-ID_BCR-9_LCC-5,-8.460360279,4296991.36
1971,US-NV_BCR-9_LCC-5,-7.485080879,4472617.3
1971,US-OR_BCR-9_LCC-5,-6.605953497,3270777.89
1971,US-UT_BCR-9_LCC-5,-7.813149257,1540018.94
1971,CA-AB_BCR-10_LCC-6,-18.60265201,3770655.65
1971,CA-BC_BCR-9_LCC-6,-11.48715213,5310815.85
1971,CA-BC_BCR-10_LCC-6,-16.78396637,36641006.04
1971,US-ID_BCR-10_LCC-6,-9.135214359,12062739.47
1971,US-MT_BCR-10_LCC-6,-10.97854438,10973845.95
1971,US-OR_BCR-9_LCC-6,-4.107405538,2046652.93
1971,US-OR_BCR-10_LCC-6,-6.399243967,3111293.54
1971,US-WA_BCR-9_LCC-6,-5.617209607,11644726.77
1971,US-WA_BCR-10_LCC-6,-8.101577981,1740993.109
1971,US-WY_BCR-10_LCC-6,-11.809462,5357689.36
1971,US-CO_BCR-18_LCC-7,-9.159129482,456260.1301
1971,US-KS_BCR-18_LCC-7,-8.356130389,156988.82
1971,US-KS_BCR-19_LCC-7,-8.207972349,793880.38
1971,US-NE_BCR-19_LCC-7,-11.74278136,771763.5099
1971,US-NM_BCR-18_LCC-7,-5.797524349,97521.59001
1971,US-OK_BCR-19_LCC-7,-4.000925865,791148.6699
1971,US-TX_BCR-18_LCC-7,-3.085307276,121991.57
1971,US-TX_BCR-19_LCC-7,-1.06881956,187682.56
1971,US-WY_BCR-18_LCC-7,-10.18880705,319617.8901
1971,US-LA_BCR-37_LCC-8,8.015943501,926377
1971,US-OK_BCR-21_LCC-8,-1.730005239,757661.2299
1971,US-TX_BCR-20_LCC-8,3.548703029,119505.35
1971,US-TX_BCR-21_LCC-8,3.942316873,1281326.06
1971,US-TX_BCR-36_LCC-8,9.333839241,115253.1101
1971,US-TX_BCR-37_LCC-8,10.11713118,400389.45
1971,US-AL_BCR-27_LCC-9,3.162087756,7597713.72
1971,US-AR_BCR-24_LCC-9,-2.465743222,1761898.8
1971,US-AR_BCR-25_LCC-9,0.564586213,3202941.82
1971,US-AR_BCR-26_LCC-9,-0.084399343,3309952.26
1971,US-FL_BCR-27_LCC-9,5.269059327,1191324.46
1971,US-IL_BCR-24_LCC-9,-3.97680357,337100.36
1971,US-LA_BCR-25_LCC-9,4.278535536,1918321.07
1971,US-LA_BCR-26_LCC-9,5.890278232,2054505.89
1971,US-MS_BCR-26_LCC-9,2.451079113,1386805.93
1971,US-MS_BCR-27_LCC-9,2.824119916,7424531.51
1971,US-MO_BCR-24_LCC-9,-4.521538765,2965313.28
1971,US-OK_BCR-25_LCC-9,-0.433568958,894565.0801
1971,US-TN_BCR-27_LCC-9,-1.011020079,1923846.48
1971,US-TX_BCR-25_LCC-9,5.124186316,1611707.86
1971,US-CT_BCR-30_LCC-10,-9.396426349,579285.1702
1971,US-DE_BCR-30_LCC-10,-4.01753735,265859.47
1971,US-ME_BCR-14_LCC-10,-18.08669129,5166862.971
1971,US-ME_BCR-30_LCC-10,-13.62612536,126647.45
1971,US-MD_BCR-29_LCC-10,-5.373276448,373402.56
1971,US-MD_BCR-30_LCC-10,-3.466801061,808914.4501
1971,US-MA_BCR-14_LCC-10,-13.07897415,385490.27
1971,US-MA_BCR-30_LCC-10,-10.68933675,830131.7298
1971,CA-NB_BCR-14_LCC-10,-17.40999476,5871883.55
1971,US-NH_BCR-14_LCC-10,-16.04630089,1340072.58
1971,US-NH_BCR-30_LCC-10,-12.87443889,291999.8599
1971,US-NJ_BCR-29_LCC-10,-6.530576223,192091.5903
1971,US-NJ_BCR-30_LCC-10,-5.080605846,585297.5799
1971,US-NY_BCR-14_LCC-10,-16.37685413,2126955.49
1971,US-NY_BCR-30_LCC-10,-5.917022474,266961.4402
1971,CA-NS_BCR-14_LCC-10,-10.84541624,6404906
1971,US-PA_BCR-29_LCC-10,-6.163332198,663926.7999
1971,CA-PE_BCR-14_LCC-10,-11.96744262,508841.7502
1971,CA-QC_BCR-14_LCC-10,-18.17265464,4265818.54
1971,US-RI_BCR-30_LCC-10,-9.316066033,165564.16
1971,US-VT_BCR-14_LCC-10,-16.86504826,1386059.15
1971,US-VA_BCR-27_LCC-10,-2.416320825,601088.7899
1971,US-VA_BCR-29_LCC-10,-4.037562438,1168436.18
1971,US-VA_BCR-30_LCC-10,-1.664646691,159485.1201
1971,US-AK_BCR-5_LCC-11,-15.84054215,16433057
1971,CA-BC_BCR-5_LCC-11,-8.598669013,45532243.34
1971,US-CA_BCR-5_LCC-11,0.056417161,9029718.962
1971,US-OR_BCR-5_LCC-11,-0.590773984,22216248.22
1971,US-WA_BCR-5_LCC-11,-0.900044246,17404443.17
1971,US-FL_BCR-31_LCC-12,9.759913062,1440689.12
1971,CA-AB_BCR-11_LCC-13,-21.98609421,4020338.94
1971,US-IA_BCR-11_LCC-13,-14.40880792,554819.2901
1971,CA-MB_BCR-11_LCC-13,-24.69861147,1218892.29
1971,US-MN_BCR-11_LCC-13,-19.396742,977183.05
1971,US-MT_BCR-11_LCC-13,-18.77644259,1383800.75
1971,US-MT_BCR-17_LCC-13,-15.02232866,2694774.26
1971,US-ND_BCR-11_LCC-13,-21.53199561,1561202.49
1971,US-ND_BCR-17_LCC-13,-18.70059545,572017.2999
1971,CA-SK_BCR-11_LCC-13,-23.68702527,5332762.55
1971,US-SD_BCR-11_LCC-13,-17.15990422,813721.44
1971,US-SD_BCR-17_LCC-13,-15.31421417,1295089.85
1971,US-WY_BCR-17_LCC-13,-12.64818588,771364.5998
1971,US-FL_BCR-27_LCC-14,5.101941239,1332744.43
1971,US-GA_BCR-27_LCC-14,3.623200988,4236681.68
1971,US-GA_BCR-29_LCC-14,1.279228226,3879251.191
1971,US-NC_BCR-27_LCC-14,0.342343699,3914130.27
1971,US-NC_BCR-29_LCC-14,-1.446746049,2362327.62
1971,US-SC_BCR-27_LCC-14,2.300457157,3364815.11
1971,US-SC_BCR-29_LCC-14,0.469792104,1931298.3
1971,US-VA_BCR-27_LCC-14,-1.574717888,340876.8701
1971,US-VA_BCR-29_LCC-14,-2.462878331,786803.0899
1971,US-AZ_BCR-16_LCC-15,-7.16563822,616747.28
1971,US-CO_BCR-16_LCC-15,-11.23346579,3071722.89
1971,US-NM_BCR-16_LCC-15,-9.424405896,823695.3001
1971,US-UT_BCR-16_LCC-15,-8.964584584,2491093.91
1971,US-IN_BCR-23_LCC-16,-8.928585286,316698.3299
1971,US-IA_BCR-23_LCC-16,-14.33108358,271016.6801
1971,CA-MB_BCR-12_LCC-16,-25.85440558,308978.16
1971,US-MI_BCR-12_LCC-16,-12.94173079,4281971.92
1971,US-MI_BCR-23_LCC-16,-9.649564963,1810823.62
1971,US-MN_BCR-12_LCC-16,-22.51957158,2203302.58
1971,US-MN_BCR-23_LCC-16,-18.89958696,931803.5401
1971,US-NY_BCR-13_LCC-16,-11.85367592,2901729.86
1971,US-OH_BCR-13_LCC-16,-7.557203658,879313.9796
1971,CA-ON_BCR-12_LCC-16,-20.99421142,11101142.64
1971,CA-ON_BCR-13_LCC-16,-12.17169557,5053388.57
1971,US-PA_BCR-13_LCC-16,-7.900166133,422254.51
1971,CA-QC_BCR-12_LCC-16,-21.98371616,9918216.341
1971,CA-QC_BCR-13_LCC-16,-17.73627959,1800290.18
1971,US-VT_BCR-13_LCC-16,-15.52537151,230398.35
1971,US-WI_BCR-12_LCC-16,-17.72829077,1720705.77
1971,US-WI_BCR-23_LCC-16,-15.35818198,3042512.85
1971,US-AK_BCR-1_LCC-17,-4.05988706,111109.6299
1971,US-AK_BCR-3_LCC-18,-34.10486553,11899939.3
1971,CA-NU_BCR-3_LCC-18,-34.37097579,25249704.96
1971,US-AK_BCR-4_LCC-19,-29.49127837,25179559.54
1971,CA-YT_BCR-4_LCC-19,-33.0570722,14201868.06
1971,US-AK_BCR-2_LCC-20,-19.56606451,8734026.07
1972,CA-AB_BCR-6_LCC-0,-28.09893974,11427104.48
1972,CA-BC_BCR-6_LCC-0,-28.51697188,2638485.91
1972,CA-MB_BCR-6_LCC-0,-26.59319206,2867778.29
1972,CA-MB_BCR-8_LCC-0,-30.21832823,10439068.69
1972,CA-NL_BCR-8_LCC-0,-15.56074378,11496679.15
1972,CA-NT_BCR-6_LCC-0,-33.38906989,11525964.23
1972,CA-NT_BCR-7_LCC-0,-31.06707704,26898554.65
1972,CA-ON_BCR-8_LCC-0,-25.60568463,20236975.98
1972,CA-QC_BCR-8_LCC-0,-25.34084453,28927160.49
1972,CA-SK_BCR-6_LCC-0,-27.96351842,4510241.04
1972,US-AL_BCR-28_LCC-1,3.688085332,5970967.28
1972,US-GA_BCR-28_LCC-1,2.449359649,2367186.28
1972,US-IN_BCR-24_LCC-1,-3.138920774,2036963.86
1972,US-KY_BCR-24_LCC-1,-1.143008543,6548492.291
1972,US-KY_BCR-28_LCC-1,-0.915707104,2498104.97
1972,US-MD_BCR-28_LCC-1,-3.617863535,209284.83
1972,US-NJ_BCR-28_LCC-1,-5.273255525,183378.5
1972,US-NY_BCR-28_LCC-1,-7.847801171,2199907.36
1972,US-NC_BCR-28_LCC-1,-0.335309416,1963755.51
1972,US-OH_BCR-24_LCC-1,-2.817255216,101358.9201
1972,US-OH_BCR-28_LCC-1,-3.827758724,1776648.83
1972,US-PA_BCR-28_LCC-1,-5.452956394,5364886.42
1972,US-TN_BCR-24_LCC-1,1.063634335,5862209.01
1972,US-TN_BCR-28_LCC-1,0.71395649,4730479.04
1972,US-VA_BCR-28_LCC-1,-1.746487023,1966644.261
1972,US-WV_BCR-28_LCC-1,-2.719051054,4014754.13
1972,US-CA_BCR-15_LCC-2,-5.934906569,4685739.751
1972,US-CA_BCR-32_LCC-2,0.866066529,8977184.45
1972,US-AZ_BCR-33_LCC-3,0.929080275,697148.5901
1972,US-AZ_BCR-34_LCC-3,-4.013009428,2070857.73
1972,US-CA_BCR-33_LCC-3,-0.129125889,1101606.75
1972,US-NV_BCR-33_LCC-3,-3.592219052,333210.7301
1972,US-NM_BCR-34_LCC-3,-6.718752309,455211.54
1972,US-NM_BCR-35_LCC-3,-3.240031208,826447.4799
1972,US-TX_BCR-35_LCC-3,0.372641468,503345.3601
1972,US-IL_BCR-22_LCC-4,-6.122504275,7707493.65
1972,US-IN_BCR-22_LCC-4,-5.717698408,2665934.56
1972,US-IA_BCR-22_LCC-4,-10.86123046,2776089.56
1972,US-KS_BCR-22_LCC-4,-5.191345428,1788626.44
1972,US-MI_BCR-22_LCC-4,-6.771639189,202312.3299
1972,US-MN_BCR-22_LCC-4,-15.91641711,218299.02
1972,US-MO_BCR-22_LCC-4,-5.378539214,3829276.23
1972,US-NE_BCR-22_LCC-4,-9.566985944,223838.7901
1972,US-OH_BCR-22_LCC-4,-5.057876159,2713677.591
1972,US-OK_BCR-22_LCC-4,-1.746679077,656063.0702
1972,US-WI_BCR-22_LCC-4,-8.181927713,10379.05999
1972,US-CA_BCR-9_LCC-5,-8.656917409,1728458.59
1972,US-CA_BCR-15_LCC-5,-9.747245237,475864.4899
1972,US-ID_BCR-9_LCC-5,-10.62235828,4071511.04
1972,US-NV_BCR-9_LCC-5,-9.762072443,4981308.58
1972,US-OR_BCR-9_LCC-5,-8.518699081,3230151.87
1972,US-UT_BCR-9_LCC-5,-8.921970244,1510287.67
1972,CA-AB_BCR-10_LCC-6,-21.71601594,3963021.799
1972,CA-BC_BCR-9_LCC-6,-15.35338026,5710391.471
1972,CA-BC_BCR-10_LCC-6,-20.57867108,37149676.55
1972,US-ID_BCR-10_LCC-6,-10.9054069,11735253.1
1972,US-MT_BCR-10_LCC-6,-13.85258907,11444980.45
1972,US-OR_BCR-9_LCC-6,-5.240047236,2269504.26
1972,US-OR_BCR-10_LCC-6,-7.989428675,3309456.68
1972,US-WA_BCR-9_LCC-6,-7.379721515,10663824.51
1972,US-WA_BCR-10_LCC-6,-10.99329188,1533625.36
1972,US-WY_BCR-10_LCC-6,-14.25058982,5823804.491
1972,US-CO_BCR-18_LCC-7,-9.710603604,529411.51
1972,US-KS_BCR-18_LCC-7,-7.668508424,252994.82
1972,US-KS_BCR-19_LCC-7,-6.921371827,815153.0402
1972,US-NE_BCR-19_LCC-7,-10.98197229,632657.3002
1972,US-NM_BCR-18_LCC-7,-5.888061447,415107.77
1972,US-OK_BCR-19_LCC-7,-3.429104704,1415432.91
1972,US-TX_BCR-18_LCC-7,-3.062296601,734097.37
1972,US-TX_BCR-19_LCC-7,-1.103609955,1174679.74
1972,US-WY_BCR-18_LCC-7,-11.28103804,221028.6999
1972,US-LA_BCR-37_LCC-8,10.1635017,3303862.21
1972,US-OK_BCR-21_LCC-8,-1.028586908,1927931.82
1972,US-TX_BCR-20_LCC-8,3.13099025,1456396.91
1972,US-TX_BCR-21_LCC-8,3.841975673,8717125.8
1972,US-TX_BCR-36_LCC-8,8.227056375,1213985.41
1972,US-TX_BCR-37_LCC-8,10.03345783,2818426.89
1972,US-AL_BCR-27_LCC-9,6.786735295,13515898.05
1972,US-AR_BCR-24_LCC-9,-0.899363293,3235609.599
1972,US-AR_BCR-25_LCC-9,1.827268658,6715107.5
1972,US-AR_BCR-26_LCC-9,1.597048582,4406895.76
1972,US-FL_BCR-27_LCC-9,9.703615092,1880495.11
1972,US-IL_BCR-24_LCC-9,-2.042042861,449536.6599
1972,US-LA_BCR-25_LCC-9,5.68013497,6702585.312
1972,US-LA_BCR-26_LCC-9,8.375355399,6307332.319
1972,US-MS_BCR-26_LCC-9,4.39121305,2700226.35
